date,r1,r2,r3,r4,r5,r6
1961.0,11.067375902067221,29.907662806598594,54.940864568582214,36.56321498,15.525528798426784,1.1309487125872795
1962.0,11.242206555587941,31.53886050038416,56.5454454258306,36.86321549,15.221533066841578,1.1288684127138506
1963.0,11.409586183168132,32.81351235351548,58.69044417548005,36.54632168,15.568093807657558,1.1266598223997615
1964.0,11.574451089493396,34.78085861080474,60.24094790118079,36.42315698,15.992466933360609,1.1242269799323095
1965.0,11.726112339556401,37.27140165102789,62.01770587108201,36.38561324,16.538626867282424,1.1212178803144364
1966.0,11.870086979770464,40.408790099139004,64.6929144814596,36.36521456,17.022087794717685,1.1172976346533856
1967.0,12.007985746625671,42.27761863738719,66.93144005220788,36.26561487,17.637850423938076,1.1143900047408226
1968.0,12.135474991946317,45.75148110146243,69.60887265748477,36.18963255,18.148969718399822,1.1102900481041673
1969.0,12.259074363430365,49.068525075715755,72.15690802619521,36.18963255,18.668452431795505,1.1063157418099163
1970.0,12.405465108379556,51.40490459453092,74.66148368201576,36.18963255,19.361669537314697,1.102846820881039
1971.0,12.565998284072556,55.251429649470474,75.39350206482341,36.18963255,20.627111848642627,1.099180071427874
1972.0,12.707496334752681,60.176949521542525,78.45451550181647,36.18963255,20.533595519572216,1.0942736744351609
1973.0,12.838348239037678,66.57814444415078,80.64280904623529,36.18963255,21.32560688798832,1.0884648143121485
1974.0,12.967058082938685,72.22982749167288,78.3172120645171,36.18963255,21.986910749375088,1.0859512563112623
1975.0,13.106957285898057,77.87748572690671,76.07148711023405,36.18963255,21.078548327694087,1.0843430883578276
1976.0,13.236868114649374,86.27878193529898,80.19945585440877,36.18963255,20.08038684975024,1.0772221152447488
1977.0,13.372860295455093,94.14663527372257,82.00147622267298,36.18963255,20.748176201604092,1.0708262207355153
1978.0,13.514550319627098,104.41608773054915,83.5073078934884,36.18963255,21.10259734178273,1.0633325093257835
1979.0,13.663088713229735,115.31259206359863,82.79402182631993,36.18963255,21.514915171647182,1.0567714792495728
1980.0,13.799336749117382,124.54595118815432,79.28772474564963,36.18963255,21.429953658147333,1.0532428441147614
1981.0,13.938954730634455,138.2711832867992,76.36124733651509,36.18963255,20.513857287493714,1.0471225909180772
1982.0,14.075943979242318,142.42808606918362,72.48312439170618,36.18963255,19.519581540128062,1.0474758646790763
1983.0,14.206472859638012,153.47141525320848,71.84636340492501,36.18963255,18.37898541121804,1.041737750577496
1984.0,14.33135934106633,168.09365087601986,74.33315374703184,35.88263255,18.322192563760986,1.0314357592624395
1985.0,14.459532053656153,178.55707235689536,74.54599330720897,35.80563255,18.736781825811647,1.0246317159557528
1986.0,14.594937137447323,186.51918970813668,73.87510773944288,35.79663255,18.623186882405328,1.0201713933111303
1987.0,14.732039685479046,197.20685689587418,76.24064339623344,35.78963255,18.397303010691868,1.0122587497053273
1988.0,14.872047640544977,212.24345690458355,78.50271078211016,35.68963255,19.04185362543984,1.0012770233093777
1989.0,15.025697328368905,226.9496804739775,78.94608749881472,35.598622399999996,19.705945843231184,0.9915819032570307
1990.0,15.201918748753597,236.96371271768555,76.64850897935936,35.65118679502885,19.75934887983341,0.9866974123161139
1991.0,15.406733042889421,241.31307521050041,76.16441318528841,35.654556192788725,18.953485719921048,0.9847020112121194
1992.0,15.61933322083745,250.21262558060232,76.65869508007506,35.657925590548594,18.66268843014687,0.9790112214471278
1993.0,15.823092920867913,258.22080387612374,77.11592554327079,35.66129498830846,18.769277301007243,0.973650116164562
1994.0,16.014075097575567,269.8883443902958,77.74666959186328,35.66466438606833,18.956301054958644,0.9659070918598948
1995.0,16.200050513572922,279.68729209591817,77.83821264274503,35.66803378382821,18.99345881578773,0.9597289982891629
1996.0,16.388204423279635,291.8984619012254,78.63541908321878,35.671403181588076,18.942326097259404,0.9516995068003238
1997.0,16.584268747548283,306.0498658772473,78.48975922882381,35.674772579347945,19.162692287804884,0.9428903321833823
1998.0,16.773730038372783,317.6124160633958,78.15588514805037,35.67814197710782,19.373779624569224,0.9357867142745809
1999.0,16.962067977462837,333.9798090962588,79.38817707094931,35.68151137486769,19.2971328267944,0.9249689395002834
2000.0,17.14520483712288,352.42064195506117,80.75119334749256,35.67909471566894,19.446262414608295,0.9126739945690834
2001.0,17.31608037696078,359.4243627297183,78.48799561070638,35.68999555202054,19.90001074908977,0.9093910304566977
2002.0,17.476949661142847,367.9485360660368,78.58096876635419,35.70089638837215,19.373586062207515,0.9043454159570802
2003.0,17.630172309903656,385.50079899602105,78.47263321876298,35.71179722472375,19.31107881942242,0.8936309668400915
2004.0,17.79542570230966,409.4823418427914,79.36703595635248,35.72269806107536,19.35503182382247,0.8783056861476366
2005.0,17.961332871006405,435.1408192258724,79.01473220766806,35.733598897426965,19.41999239386417,0.8627044524268619
2006.0,18.132360255660217,458.4904082112189,77.51039071813588,35.77401415903608,19.35915719064398,0.8492723540223985
2007.0,18.305956512784107,477.23727469178726,78.03001399485845,35.8144294206452,18.856424972842618,0.8376832949839653
2008.0,18.497087985404292,482.3231000788212,75.57771594173197,35.883346179865335,18.983897838826366,0.835838446491717
2009.0,18.66488182104251,463.9438484636951,71.29929982394248,35.92379356810873,18.303785751113857,0.8499628458089946
2010.0,18.826226386959473,482.9107442581763,72.23294896969058,35.96424095635213,17.037681072259208,0.8384602183643377
2011.0,18.97110922768404,500.2757818887669,71.16148199299708,35.97676221343371,17.270411011197705,0.8282720641062451
2012.0,19.122251929446772,515.6145955410984,69.54776279230778,35.9892834705153,16.839213082265438,0.8200540031499999
